,Correlation,SKU_product1,SKU_product2
0,0.6390909746340593,6,11
1,0.6863754734428411,6,71
2,0.6668243483820377,6,73
3,0.7413196514766558,6,74
4,0.624741433014081,6,271
5,0.6388229431117463,11,6
6,0.6610883457243382,11,56
7,0.6015719873428699,11,136
8,0.620192373123647,11,153
9,0.6024112576574516,11,154
10,0.6282991719437101,11,247
11,0.6886821750611241,11,252
12,0.6435455955412684,11,268
13,0.6522584244766393,11,270
14,0.6058823569010929,11,271
15,0.6080322234323519,11,281
16,0.658679836675211,11,286
17,0.6176065952711225,13,12
18,0.6099426636121583,13,99
19,0.6137753445564968,13,194
20,0.9096215645546477,14,15
21,0.8013054589074438,14,16
22,0.6025206815005877,14,82
23,0.6642281829350933,14,92
24,0.664010233510638,14,95
25,0.6041078669060107,14,111
26,0.6632729757210886,14,183
27,0.6779320069907036,14,203
28,0.6640102335106381,14,205
29,0.662571142712171,14,211
30,0.6275982221598929,14,229
31,0.9097924288230892,15,14
32,0.8200458463453089,15,16
33,0.6792882750500657,15,51
34,0.6831528400351121,15,82
35,0.7262977292410386,15,91
36,0.7509876995745697,15,92
37,0.6684989146632705,15,95
38,0.612566085358001,15,183
39,0.6666009137842244,15,203
40,0.6684989146632706,15,205
41,0.6999924073703043,15,211
42,0.6038607572524775,15,212
43,0.7164421869999507,15,229
44,0.6041643324828253,15,284
45,0.8015920994041412,16,14
46,0.8200067879105721,16,15
47,0.7323688299327935,16,23
48,0.6282718640874343,16,51
49,0.6570007944805824,16,71
50,0.629116288591105,16,91
51,0.6142564826061219,16,92
52,0.6377881583994578,16,175
53,0.633424234510345,16,220
54,0.8460408174427889,17,18
55,0.907786571772137,17,19
56,0.8790545494391084,17,20
57,0.609993561325374,17,24
58,0.6302222251730731,17,26
59,0.6384175241526846,17,27
60,0.696096075743097,17,40
61,0.7449095184215095,17,61
62,0.6946657299946942,17,62
63,0.7359569624928797,17,63
64,0.7142884064835737,17,64
65,0.6777366692728772,17,69
66,0.6946470487846085,17,70
67,0.6356749242742581,17,79
68,0.8121869964744353,17,123
69,0.6954580048060619,17,130
70,0.6611952125570774,17,131
71,0.6449576554162921,17,267
72,0.6165365514561534,17,280
73,0.8453697933071135,18,17
74,0.8917097666207807,18,19
75,0.7515180408763834,18,20
76,0.6912144408460423,18,24
77,0.6656416839011636,18,26
78,0.6094839242352382,18,27
79,0.6140012658537705,18,40
80,0.6717105179562086,18,60
81,0.8115344065930389,18,61
82,0.8132155429915856,18,62
83,0.6719446821551529,18,63
84,0.6753978232376608,18,64
85,0.7288066727647621,18,69
86,0.7456633418529597,18,79
87,0.6254273807420841,18,123
88,0.7900427643017014,18,130
89,0.6986302393775707,18,150
90,0.686856714683964,18,160
91,0.6171564530260689,18,225
92,0.751100095948595,18,267
93,0.9074697538232188,19,17
94,0.8918079419619827,19,18
95,0.9365694385773928,19,20
96,0.6427421184044042,19,21
97,0.7115795649799619,19,22
98,0.6792226157985398,19,23
99,0.7997537918487374,19,24
100,0.7689636561943409,19,26
101,0.7431499166133517,19,27
102,0.6841392576961689,19,28
103,0.6377317710865487,19,29
104,0.6613118531485507,19,33
105,0.7282576356515518,19,40
106,0.7163670228378919,19,52
107,0.770711650510626,19,60
108,0.833686254798357,19,61
109,0.7670849973889409,19,62
110,0.7538811190154799,19,63
111,0.794670559611169,19,64
112,0.7658124810262084,19,69
113,0.7023945286011455,19,70
114,0.7824372120884677,19,79
115,0.7761369591188727,19,123
116,0.8274775746863567,19,130
117,0.6589929572277611,19,131
118,0.6302259519503095,19,132
119,0.639115282142932,19,136
120,0.6450277647756295,19,150
121,0.6224419429091488,19,159
122,0.6986450503708299,19,160
123,0.631598798140445,19,225
124,0.6413669376244318,19,227
125,0.6143755474653365,19,255
126,0.6052042130885087,19,267
127,0.8793481831898363,20,17
128,0.7531563777652315,20,18
129,0.9368742002288211,20,19
130,0.6526166702551859,20,21
131,0.7103770077300072,20,22
132,0.7744559404573241,20,23
133,0.7889019947257297,20,24
134,0.7717834150574354,20,26
135,0.773304994460996,20,27
136,0.7603686080189548,20,28
137,0.665109550922211,20,29
138,0.741056605784697,20,33
139,0.7661403682043333,20,40
140,0.6274182516219055,20,49
141,0.7197750266544292,20,50
142,0.7083785360744934,20,52
143,0.6607701251487835,20,60
144,0.7744503531350694,20,61
145,0.6670343001410133,20,62
146,0.7844847084628138,20,63
147,0.7755007750833203,20,64
148,0.6362016998470086,20,65
149,0.730870193762851,20,69
150,0.760204573998315,20,70
151,0.7450364446733049,20,79
152,0.6841457837371722,20,123
153,0.7584331106201632,20,130
154,0.7283840812754273,20,131
155,0.6802600685046057,20,132
156,0.618263727308048,20,136
157,0.6571951661800828,20,159
158,0.6136261055184034,20,160
159,0.6580496911434286,20,255
160,0.635573079605618,20,280
161,0.6420288350273204,21,19
162,0.6501579333067566,21,20
163,0.7740998130468743,21,22
164,0.7795989541355564,21,23
165,0.7685168305111356,21,24
166,0.8076351919145068,21,26
167,0.8232000305628067,21,27
168,0.856540928056688,21,28
169,0.8919395107427628,21,29
170,0.8712183914853341,21,33
171,0.717257081705048,21,40
172,0.6028080671438595,21,46
173,0.6984084380208422,21,49
174,0.6720900700764451,21,50
175,0.7512086354880186,21,52
176,0.810654602656696,21,60
177,0.7177004290940237,21,61
178,0.6897843351293991,21,62
179,0.6465683612804478,21,63
180,0.7520407586342494,21,64
181,0.6948025336042749,21,69
182,0.8602419422574002,21,79
183,0.6467010046773787,21,91
184,0.7069677146988074,21,129
185,0.7059613765406089,21,130
186,0.6673060171719478,21,132
187,0.6774160820838266,21,133
188,0.6563227415440194,21,136
189,0.7108417797818953,21,152
190,0.7610969899975693,21,159
191,0.6916069933520338,21,160
192,0.684081791112338,21,218
193,0.648585669317779,21,220
194,0.8003613113076118,21,221
195,0.654646201311508,21,227
196,0.6166919680034928,21,255
197,0.6468829419912216,21,256
198,0.7103421234150447,22,19
199,0.7074689577143229,22,20
200,0.7735690523586749,22,21
201,0.7727473310491506,22,23
202,0.9269366269685463,22,24
203,0.669726169586069,22,26
204,0.671552974321804,22,27
205,0.7901585177348575,22,28
206,0.7097757437815884,22,29
207,0.6267396338458937,22,33
208,0.6356376340295115,22,52
209,0.7293865589092701,22,60
210,0.6396252540306042,22,79
211,0.6326680114088714,22,129
212,0.7339722504710819,22,130
213,0.7338203007217228,23,16
214,0.6800054260839921,23,19
215,0.7738114751518456,23,20
216,0.7805612053228463,23,21
217,0.7744517807381697,23,22
218,0.7576233039372919,23,24
219,0.8178876319615932,23,26
220,0.8500037491164039,23,27
221,0.8785995595047105,23,28
222,0.7810799896040982,23,29
223,0.8057516103845461,23,33
224,0.7216529610385964,23,40
225,0.6093660594506126,23,46
226,0.6776855513201973,23,49
227,0.6840974963257893,23,50
228,0.6133071429921098,23,51
229,0.7602986204372326,23,52
230,0.6450183454243374,23,60
231,0.6322319005133799,23,61
232,0.7277725429655025,23,64
233,0.7348869159043585,23,65
234,0.6476871671545994,23,69
235,0.6773477056761537,23,70
236,0.7181987173553942,23,71
237,0.6059419354542757,23,74
238,0.6763344058142289,23,79
239,0.6209425476470023,23,129
240,0.6627252482752168,23,130
241,0.6169360798676753,23,131
242,0.6655021253597369,23,132
243,0.7098149115843263,23,159
244,0.6706089880321322,23,218
245,0.7109701883541804,23,220
246,0.6011174467236502,23,254
247,0.6544624216691608,23,255
248,0.6973468483797138,23,256
249,0.6089780061261023,24,17
250,0.6917802417173738,24,18
251,0.7998981446399787,24,19
252,0.7878569936969207,24,20
253,0.7691307154114371,24,21
254,0.9282128592984129,24,22
255,0.7571131363180008,24,23
256,0.7897232860956332,24,26
257,0.7809713435077431,24,27
258,0.7918397737466243,24,28
259,0.7735636870923044,24,29
260,0.6820997787726424,24,33
261,0.6474338656469947,24,40
262,0.6026078252078417,24,50
263,0.6740435799175026,24,52
264,0.7380706054904037,24,60
265,0.6385765262905381,24,61
266,0.6226238587169223,24,63
267,0.6374075628681177,24,64
268,0.6811602746279534,24,69
269,0.7637437563978025,24,79
270,0.7656429041898565,24,130
271,0.6375919566304687,24,160
272,0.6626927842620255,24,227
273,0.6462036494867079,24,255
