,Correlation,SKU_product1,SKU_product2
0,0.7579195509909247,0,267
1,0.6188418545675906,1,171
2,0.6585596542994768,3,4
3,0.6078099008210308,10,125
4,0.614485261491641,13,116
5,0.6326975215843345,13,167
6,0.6608663498067918,13,168
7,0.6600432361587167,14,17
8,0.6010818226816381,14,115
9,0.6933400420292835,14,116
10,0.6938602928164391,14,239
11,0.6503886841437891,16,24
12,0.7043978731008095,16,25
13,0.638794605031811,16,52
14,0.6566588006088017,16,60
15,0.6240875336484282,16,61
16,0.6106729176071746,16,73
17,0.6436774146885151,16,117
18,0.6142828139567948,16,133
19,0.7245271462001709,16,135
20,0.6202554956450645,16,220
21,0.7148233604401293,16,263
22,0.7241344102148994,16,269
23,0.6606163724349039,17,14
24,0.7225474070378618,17,18
25,0.742957626609031,17,19
26,0.828081230766094,17,20
27,0.8856908691568717,17,21
28,0.6669254711281978,17,23
29,0.6688454427714792,17,24
30,0.702101490255546,17,26
31,0.8094772817595087,17,30
32,0.735608498003802,17,37
33,0.7764742133676786,17,41
34,0.7505938448785316,17,43
35,0.8442767516015347,17,45
36,0.811021547640875,17,52
37,0.7019379592300572,17,53
38,0.9221399089311935,17,54
39,0.8277744218124268,17,55
40,0.6689538425222359,17,56
41,0.6744096093404637,17,60
42,0.6467968501309596,17,61
43,0.8696679448344128,17,73
44,0.6942955460634073,17,115
45,0.6416577157477212,17,116
46,0.7540352213936397,17,133
47,0.7640260103249618,17,134
48,0.7873897195488064,17,135
49,0.6642124114535262,17,142
50,0.6420371897161983,17,226
51,0.7082014380179331,17,248
52,0.7591862133963906,17,249
53,0.6456396004791997,17,256
54,0.7135470684909817,18,17
55,0.7476539967693938,18,21
56,0.6446538247473437,18,26
57,0.6093670576588262,18,37
58,0.6806333273083023,18,41
59,0.8713668399239789,18,43
60,0.604571008950201,18,44
61,0.6534589843402306,18,45
62,0.7521473743684356,18,52
63,0.6641901633805385,18,53
64,0.6988108647578126,18,54
65,0.7098748245031394,18,55
66,0.6466564647744069,18,56
67,0.6727938418175874,18,115
68,0.6975634152933305,18,134
69,0.6063945952967291,18,135
70,0.6623077469595919,18,142
71,0.7448073879773384,19,17
72,0.6017650860644409,19,18
73,0.8643663506539045,19,20
74,0.7391369410457627,19,21
75,0.8879611510449407,19,23
76,0.8192319863177031,19,24
77,0.6734711721714679,19,26
78,0.7641824596488355,19,30
79,0.6510521558393563,19,37
80,0.797234939211099,19,41
81,0.748459546614169,19,43
82,0.6681824383077535,19,44
83,0.6555931547813353,19,45
84,0.7763875957495684,19,52
85,0.6937551654726438,19,53
86,0.7114683006022557,19,54
87,0.8002326881749328,19,60
88,0.8118440163553191,19,61
89,0.707405078429874,19,73
90,0.6453621419637467,19,134
91,0.7041602925180596,19,135
92,0.643671283309256,19,245
93,0.6160538732592045,19,252
94,0.8302922070743486,20,17
95,0.8650030336248312,20,19
96,0.7140260276927513,20,21
97,0.7840426936716192,20,23
98,0.7015278283692913,20,24
99,0.687707494145186,20,26
100,0.744874316153164,20,30
101,0.6485002317945037,20,37
102,0.7631067887293574,20,41
103,0.6489589028951076,20,43
104,0.7048513859825664,20,45
105,0.6478961085139814,20,52
106,0.7363297617123343,20,54
107,0.6467633549137881,20,60
108,0.6055845423993427,20,61
109,0.7669635088309302,20,73
110,0.6103351567679458,20,134
111,0.607304041932391,20,135
112,0.8853961820039242,21,17
113,0.7499884627117124,21,18
114,0.732080747021253,21,19
115,0.7041505618260138,21,20
116,0.7211161976550045,21,23
117,0.7455285967886995,21,24
118,0.6980065642084585,21,26
119,0.7511178834388594,21,30
120,0.8354371421435816,21,37
121,0.8275641765798862,21,41
122,0.809977801792589,21,43
123,0.8530533309281401,21,45
124,0.8298145587893487,21,52
125,0.6770745643397179,21,53
126,0.8183172223193369,21,54
127,0.8418155818049943,21,55
128,0.8039086148704271,21,60
129,0.7650020240281441,21,61
130,0.793881789755088,21,73
131,0.6780918303687937,21,115
132,0.791829538852885,21,133
133,0.7617184239742072,21,134
134,0.7715501994752365,21,135
135,0.7382371432470538,21,142
136,0.6428412652008737,21,243
137,0.6647508278359955,21,248
138,0.6917161318102028,21,249
139,0.6055592830045127,21,256
140,0.6710862249695141,23,17
141,0.8886347822700581,23,19
142,0.7847673107788359,23,20
143,0.7297515270205533,23,21
144,0.9561262349538442,23,24
145,0.6750630920509839,23,25
146,0.800183472546361,23,26
147,0.8115573231384461,23,30
148,0.7828226832649288,23,37
149,0.8433779852793264,23,41
150,0.7140020654617669,23,43
151,0.7034313836481687,23,45
152,0.76621929755789,23,52
153,0.6240745388791172,23,53
154,0.6740853920698915,23,54
155,0.6714574714475774,23,57
156,0.8153944902618272,23,60
157,0.8287899961593561,23,61
158,0.6326459165266329,23,65
159,0.7196946138784968,23,66
160,0.7009832961092293,23,73
161,0.6546172096207039,23,117
162,0.6738071323608539,23,135
163,0.6301802684475214,23,243
164,0.6152535126245469,23,247
165,0.6014911014216138,23,263
166,0.6568171825849615,24,16
167,0.6729230630279861,24,17
168,0.8202878446378794,24,19
169,0.702277300704879,24,20
170,0.7541503652767239,24,21
171,0.9560848768822522,24,23
172,0.8062990044489946,24,25
173,0.7233817631388773,24,26
174,0.8507025397750787,24,30
175,0.8116952900697745,24,37
176,0.835617228145616,24,41
177,0.7403738509924372,24,43
178,0.7261858459661246,24,45
179,0.7883095185847487,24,52
180,0.6014239059242049,24,53
181,0.7088329813070646,24,54
182,0.6123468508007979,24,57
183,0.8308642802990084,24,60
184,0.8452545090882193,24,61
185,0.7020795728301898,24,65
186,0.7580276177876604,24,66
187,0.6923714927921383,24,73
188,0.624787140773059,24,114
189,0.7453121947621255,24,117
190,0.7042412573959322,24,135
191,0.605603545777639,24,143
192,0.7510920027665455,24,243
193,0.6677325802935467,24,244
194,0.7416590505301539,24,247
195,0.6555331835017296,24,248
196,0.642220078462227,24,249
197,0.6128830664569491,24,252
198,0.6713651288558278,24,263
199,0.7116981208014921,25,16
200,0.6730024227888638,25,23
201,0.8052520804491405,25,24
202,0.7467171048719715,25,30
203,0.614371688534178,25,37
204,0.6024682789124916,25,41
205,0.6225444124742332,25,45
206,0.6888454709043832,25,52
207,0.6348799356062673,25,60
208,0.6251953175161541,25,61
209,0.6199349149063846,25,65
210,0.6215340422796709,25,66
211,0.6723242286096138,25,117
212,0.6841688642860886,25,220
213,0.8635596251315902,25,243
214,0.8539045511809171,25,244
215,0.8687751192353331,25,247
216,0.7624730382983336,25,248
217,0.6925368507125365,25,249
218,0.6442073314152581,25,252
219,0.627641699979209,25,263
220,0.7034644951275585,26,17
221,0.657687922836914,26,18
222,0.6703607631861209,26,19
223,0.6835619809646512,26,20
224,0.699370779103291,26,21
225,0.796838478709399,26,23
226,0.7193915915710507,26,24
227,0.6947831697250565,26,30
228,0.7289715140879425,26,37
229,0.8040685497722233,26,41
230,0.6940051953752938,26,43
231,0.6477253081431866,26,45
232,0.7182644350903509,26,52
233,0.6906113368509368,26,53
234,0.6937659468022377,26,54
235,0.6886905786387371,26,57
236,0.634937172205363,26,60
237,0.6378723227979418,26,61
238,0.7259044975420681,26,66
239,0.7116060765410699,26,73
240,0.6513959982235009,26,115
241,0.6267670864470751,26,116
242,0.6643552285726358,26,135
243,0.6035734608068546,26,140
244,0.6403972322172298,26,195
245,0.6509337871796836,28,29
246,0.6514154055445265,29,28
247,0.723986230032016,29,32
248,0.7965704011466308,29,38
249,0.7402667356067594,29,42
250,0.7479930176991547,29,48
251,0.633490167743995,29,50
252,0.6219997773174968,29,51
253,0.6289426171087857,29,91
254,0.6197913907197512,29,92
255,0.65791787956769,29,94
256,0.7082153807206265,29,103
257,0.6556796174745871,29,201
258,0.6074629663799505,29,219
259,0.6323446448276329,29,251
260,0.8118811683027274,30,17
261,0.6116798754597901,30,18
262,0.7652047910633881,30,19
263,0.7449171227267344,30,20
264,0.7607798701206809,30,21
265,0.8109561392989755,30,23
266,0.8503579090364272,30,24
267,0.7475531372957522,30,25
268,0.698891348370376,30,26
269,0.6919730846757353,30,37
270,0.8392945020244573,30,41
271,0.7871834009126263,30,43
272,0.7943712369327058,30,45
273,0.8487329135915958,30,52
274,0.6003023907756437,30,53
275,0.774749087998716,30,54
276,0.6079012039357725,30,55
277,0.6154524623042572,30,57
278,0.6713045965101896,30,60
279,0.7265116924707139,30,61
280,0.6617315007311755,30,66
281,0.662071838097115,30,73
282,0.6125207601346181,30,114
283,0.7557810684484885,30,117
284,0.6155600568016295,30,135
285,0.7127275031910443,30,143
286,0.6209154292908723,30,168
287,0.7182173686882883,30,220
288,0.6470979457186969,30,226
289,0.801812889027383,30,243
290,0.7358310774650607,30,245
291,0.7121121468488173,30,247
292,0.8522127332756875,30,248
293,0.8893680815945111,30,249
294,0.7770052312925718,30,252
